GRMZM5G811749	Zm00001ca000001
GRMZM2G383790	Zm00001ca035261
GRMZM2G003984	Zm00001ca035262
GRMZM2G439819	Zm00001ca035263
GRMZM2G038015	Zm00001ca035264
GRMZM2G301823	Zm00001ca035265
GRMZM2G179155	Zm00001ca035266
GRMZM2G140432	Zm00001ca035267
GRMZM2G140427	Zm00001ca035268
GRMZM5G854284	Zm00001ca035269
GRMZM2G440330	Zm00001ca035270
GRMZM5G807294	Zm00001ca035271
GRMZM2G030036	Zm00001ca035272
GRMZM2G124785	Zm00001ca035273
GRMZM2G092442	Zm00001ca035274
GRMZM2G043484	Zm00001ca035275
GRMZM2G056373	Zm00001ca035276
GRMZM5G824629	Zm00001ca035277
GRMZM2G011483	Zm00001ca035278
GRMZM2G121871	Zm00001ca035279
GRMZM2G121957	Zm00001ca035280
GRMZM2G422295	Zm00001ca035281
GRMZM2G121960	Zm00001ca035282
AC225345.3_FG009	Zm00001ca035283
GRMZM2G013639	Zm00001ca035284
GRMZM2G013853	Zm00001ca035285
GRMZM2G069568	Zm00001ca035286
GRMZM2G124532	Zm00001ca035287
GRMZM2G394203	Zm00001ca035288
GRMZM2G394212	Zm00001ca035289
GRMZM2G394237	Zm00001ca035290
GRMZM2G033491	Zm00001ca035291
GRMZM2G135968	Zm00001ca035292
GRMZM2G089720	Zm00001ca035293
GRMZM5G878582	Zm00001ca035294
GRMZM2G329040	Zm00001ca035295
GRMZM2G703565	Zm00001ca035296
GRMZM2G008490	Zm00001ca035297
AC208571.4_FG001	Zm00001ca035298
GRMZM5G851485	Zm00001ca035299
GRMZM2G550861	Zm00001ca035300
GRMZM2G018941	Zm00001ca035301
GRMZM2G317160	Zm00001ca035302
GRMZM5G835810	Zm00001ca035303
GRMZM5G895991	Zm00001ca035304
GRMZM2G030794	Zm00001ca035305
GRMZM2G084783	Zm00001ca035306
GRMZM2G385931	Zm00001ca035307
GRMZM2G084821	Zm00001ca035308
GRMZM5G833991	Zm00001ca035309
GRMZM2G084940	Zm00001ca035310
GRMZM2G070849	Zm00001ca035311
GRMZM2G165919	Zm00001ca035312
GRMZM2G476593	Zm00001ca035313
GRMZM2G174284	Zm00001ca035314
GRMZM2G318652	Zm00001ca035315
GRMZM2G327206	Zm00001ca035316
GRMZM2G327199	Zm00001ca035317
GRMZM2G138814	Zm00001ca035318
GRMZM2G160466	Zm00001ca035319
GRMZM2G152891	Zm00001ca035320
GRMZM2G174896	Zm00001ca035321
GRMZM2G175019	Zm00001ca035322
GRMZM2G175038	Zm00001ca035323
GRMZM2G180889	Zm00001ca035324
GRMZM2G128644	Zm00001ca035325
GRMZM2G314064	Zm00001ca035326
GRMZM2G009060	Zm00001ca035327
GRMZM2G009253	Zm00001ca035328
GRMZM2G309363	Zm00001ca035329
GRMZM2G009690	Zm00001ca035330
GRMZM2G421779	Zm00001ca035331
GRMZM2G033519	Zm00001ca035332
GRMZM2G033570	Zm00001ca035333
GRMZM2G174680	Zm00001ca035334
GRMZM2G174696	Zm00001ca035335
GRMZM5G881180	Zm00001ca035336
GRMZM2G144997	Zm00001ca035337
GRMZM2G145008	Zm00001ca035338
GRMZM2G145024	Zm00001ca035339
GRMZM2G145065	Zm00001ca035340
GRMZM2G018678	Zm00001ca035341
GRMZM2G018728	Zm00001ca035342
GRMZM2G030272	Zm00001ca035343
GRMZM2G122740	Zm00001ca035344
GRMZM2G122734	Zm00001ca035345
GRMZM2G407825	Zm00001ca035346
GRMZM2G107481	Zm00001ca035347
GRMZM2G107463	Zm00001ca035348
GRMZM2G102365	Zm00001ca035349
GRMZM2G042615	Zm00001ca035350
GRMZM2G031001	Zm00001ca035351
GRMZM2G020940	Zm00001ca035352
GRMZM2G011598	Zm00001ca035353
GRMZM2G010149	Zm00001ca035354
GRMZM5G880803	Zm00001ca035355
GRMZM2G010657	Zm00001ca035356
GRMZM2G559436	Zm00001ca035357
GRMZM2G110406	Zm00001ca035358
GRMZM2G473036	Zm00001ca035359
GRMZM2G423851	Zm00001ca035360
GRMZM2G124209	Zm00001ca035361
GRMZM2G003424	Zm00001ca035362
GRMZM2G003379	Zm00001ca035363
GRMZM2G023884	Zm00001ca035364
GRMZM2G326335	Zm00001ca035365
GRMZM2G023715	Zm00001ca035366
AC204931.3_FG004	Zm00001ca035367
GRMZM2G006404	Zm00001ca035368
GRMZM2G006477	Zm00001ca035369
AC204931.3_FG002	Zm00001ca035370
GRMZM2G012807	Zm00001ca035371
GRMZM2G008501	Zm00001ca035372
GRMZM2G050077	Zm00001ca035373
GRMZM2G141094	Zm00001ca035374
GRMZM2G010196	Zm00001ca035375
GRMZM2G312661	Zm00001ca035376
GRMZM2G106283	Zm00001ca035377
GRMZM2G106408	Zm00001ca035378
AC209460.3_FG002	Zm00001ca035379
GRMZM2G317033	Zm00001ca035380
GRMZM2G032936	Zm00001ca035381
GRMZM2G031825	Zm00001ca035382
GRMZM2G032912	Zm00001ca035383
GRMZM2G017223	Zm00001ca035384
GRMZM2G320325	Zm00001ca035385
GRMZM2G016480	Zm00001ca035386
GRMZM2G019991	Zm00001ca035387
GRMZM2G369884	Zm00001ca035388
AC211001.3_FG002	Zm00001ca035389
GRMZM2G109121	Zm00001ca035390
GRMZM2G399320	Zm00001ca035391
GRMZM2G100288	Zm00001ca035392
GRMZM2G056462	Zm00001ca035393
GRMZM2G056355	Zm00001ca035394
GRMZM2G056424	Zm00001ca035395
GRMZM2G075245	Zm00001ca035396
GRMZM2G075262	Zm00001ca035397
GRMZM2G072892	Zm00001ca035398
GRMZM2G043456	Zm00001ca035399
GRMZM2G028132	Zm00001ca035400
GRMZM2G703575	Zm00001ca035401
GRMZM2G049211	Zm00001ca035402
GRMZM2G136270	Zm00001ca035403
GRMZM2G119850	Zm00001ca035404
GRMZM2G054916	Zm00001ca035405
GRMZM2G353195	Zm00001ca035406
GRMZM2G062391	Zm00001ca035407
GRMZM2G062425	Zm00001ca035408
GRMZM2G063657	Zm00001ca035409
GRMZM2G075988	Zm00001ca035410
GRMZM2G076056	Zm00001ca035411
GRMZM2G315279	Zm00001ca035412
GRMZM2G413154	Zm00001ca035413
GRMZM2G173387	Zm00001ca035414
GRMZM2G044038	Zm00001ca035415
GRMZM2G044074	Zm00001ca035416
GRMZM2G043493	Zm00001ca035417
GRMZM2G043948	Zm00001ca035418
GRMZM2G030571	Zm00001ca035419
GRMZM2G010823	Zm00001ca035420
AC204306.3_FG007	Zm00001ca035421
GRMZM2G011025	Zm00001ca035422
GRMZM2G311182	Zm00001ca035423
GRMZM2G011240	Zm00001ca035424
GRMZM2G013299	Zm00001ca035425
GRMZM2G318767	Zm00001ca035426
GRMZM2G318780	Zm00001ca035427
AC215638.3_FG007	Zm00001ca035428
GRMZM2G069618	Zm00001ca035429
GRMZM2G353147	Zm00001ca035430
GRMZM2G013588	Zm00001ca035431
GRMZM2G107597	Zm00001ca035432
GRMZM2G015226	Zm00001ca035433
GRMZM2G073755	Zm00001ca035434
GRMZM2G073969	Zm00001ca035435
AC206840.3_FG002	Zm00001ca035436
GRMZM5G838433	Zm00001ca035437
GRMZM2G158676	Zm00001ca035438
GRMZM2G158662	Zm00001ca035439
GRMZM2G018229	Zm00001ca035440
GRMZM2G019027	Zm00001ca035441
GRMZM2G322917	Zm00001ca035442
AC214145.2_FG002	Zm00001ca035443
GRMZM5G828060	Zm00001ca035444
GRMZM2G417219	Zm00001ca035445
GRMZM2G552469	Zm00001ca035446
GRMZM2G439988	Zm00001ca035447
GRMZM2G421429	Zm00001ca035448
GRMZM5G849959	Zm00001ca035449
GRMZM2G064814	Zm00001ca035450
GRMZM2G042074	Zm00001ca035451
GRMZM2G030072	Zm00001ca035452
GRMZM2G133978	Zm00001ca035453
GRMZM2G133986	Zm00001ca035454
GRMZM2G134109	Zm00001ca035455
GRMZM2G075290	Zm00001ca035456
GRMZM2G075502	Zm00001ca035457
GRMZM2G155680	Zm00001ca035458
AC209438.4_FG002	Zm00001ca035459
GRMZM5G893926	Zm00001ca035460
GRMZM2G177532	Zm00001ca035461
GRMZM2G097843	Zm00001ca035462
GRMZM2G083689	Zm00001ca035463
AC205888.4_FG004	Zm00001ca035464
GRMZM2G552278	Zm00001ca035465
GRMZM2G117228	Zm00001ca035466
GRMZM2G133322	Zm00001ca035467
GRMZM2G400352	Zm00001ca035468
AC205502.4_FG004	Zm00001ca035469
GRMZM5G896731	Zm00001ca035470
GRMZM5G882821	Zm00001ca035471
GRMZM2G052034	Zm00001ca035472
GRMZM2G052148	Zm00001ca035473
GRMZM2G052206	Zm00001ca035474
GRMZM2G124576	Zm00001ca035475
GRMZM2G425079	Zm00001ca035476
GRMZM2G356155	Zm00001ca035477
GRMZM2G134671	Zm00001ca035478
GRMZM2G063048	Zm00001ca035479
GRMZM5G801330	Zm00001ca035480
GRMZM2G038598	Zm00001ca035481
GRMZM2G392172	Zm00001ca035482
GRMZM2G392177	Zm00001ca035483
GRMZM2G347708	Zm00001ca035484
GRMZM2G088166	Zm00001ca035485
GRMZM2G082034	Zm00001ca035486
GRMZM2G378907	Zm00001ca035487
GRMZM2G169890	Zm00001ca035488
GRMZM2G467072	Zm00001ca035489
GRMZM2G000923	Zm00001ca035490
GRMZM2G144995	Zm00001ca035491
GRMZM2G445791	Zm00001ca035492
GRMZM2G144868	Zm00001ca035493
GRMZM2G469162	Zm00001ca035494
AC195378.3_FG001	Zm00001ca035495
GRMZM2G566688	Zm00001ca035496
GRMZM2G009232	Zm00001ca035497
GRMZM2G308666	Zm00001ca035498
GRMZM2G091648	Zm00001ca035499
GRMZM2G090733	Zm00001ca035500
GRMZM2G090788	Zm00001ca035501
GRMZM2G402584	Zm00001ca035502
GRMZM2G101689	Zm00001ca035503
GRMZM2G101744	Zm00001ca035504
GRMZM2G167698	Zm00001ca035505
GRMZM2G038153	Zm00001ca035506
GRMZM5G885628	Zm00001ca035507
GRMZM5G842103	Zm00001ca035508
GRMZM2G102497	Zm00001ca035509
GRMZM2G102548	Zm00001ca035510
GRMZM2G086788	Zm00001ca035511
GRMZM2G362281	Zm00001ca035512
GRMZM2G061624	Zm00001ca035513
GRMZM5G841053	Zm00001ca035514
AC204530.4_FG002	Zm00001ca035515
AC204530.4_FG003	Zm00001ca035516
GRMZM5G898740	Zm00001ca035517
AC204530.4_FG006	Zm00001ca035518
GRMZM5G831486	Zm00001ca035519
GRMZM2G116010	Zm00001ca035520
GRMZM2G115975	Zm00001ca035521
GRMZM2G115921	Zm00001ca035522
GRMZM2G081322	Zm00001ca035523
GRMZM2G082346	Zm00001ca035524
GRMZM2G703582	Zm00001ca035525
GRMZM2G421970	Zm00001ca035526
GRMZM5G861985	Zm00001ca035527
GRMZM2G382569	Zm00001ca035528
GRMZM2G063055	Zm00001ca035529
GRMZM2G156827	Zm00001ca035530
AC204659.3_FG005	Zm00001ca035531
GRMZM2G057652	Zm00001ca035532
GRMZM2G057674	Zm00001ca035533
GRMZM2G703586	Zm00001ca035534
GRMZM5G811034	Zm00001ca035535
GRMZM2G108416	Zm00001ca035536
GRMZM2G414278	Zm00001ca035537
GRMZM2G108523	Zm00001ca035538
GRMZM2G108530	Zm00001ca035539
GRMZM2G108576	Zm00001ca035540
GRMZM5G871471	Zm00001ca035541
GRMZM2G577677	Zm00001ca035542
GRMZM5G822100	Zm00001ca035543
GRMZM2G168665	Zm00001ca035544
GRMZM2G140915	Zm00001ca035545
GRMZM2G140968	Zm00001ca035546
GRMZM2G140989	Zm00001ca035547
GRMZM2G442387	Zm00001ca035548
AC213099.3_FG002	Zm00001ca035549
AC213099.3_FG001	Zm00001ca035550
GRMZM5G862071	Zm00001ca035551
GRMZM2G109271	Zm00001ca035552
GRMZM2G109221	Zm00001ca035553
GRMZM2G109201	Zm00001ca035554
AC226368.2_FG006	Zm00001ca035555
GRMZM2G109126	Zm00001ca035556
GRMZM2G046297	Zm00001ca035557
GRMZM5G801004	Zm00001ca035558
GRMZM2G043346	Zm00001ca035559
GRMZM2G342042	Zm00001ca035560
GRMZM2G073401	Zm00001ca035561
GRMZM2G040954	Zm00001ca035562
GRMZM2G703595	Zm00001ca035563
GRMZM5G808350	Zm00001ca035564
AC216247.3_FG001	Zm00001ca035565
GRMZM2G703598	Zm00001ca035566
AC216247.3_FG004	Zm00001ca035567
AC216247.3_FG005	Zm00001ca035568
AC208576.3_FG001	Zm00001ca035569
GRMZM2G040453	Zm00001ca035570
GRMZM2G040515	Zm00001ca035571
GRMZM2G040638	Zm00001ca035572
GRMZM2G004984	Zm00001ca035573
GRMZM2G305640	Zm00001ca035574
GRMZM2G168073	Zm00001ca035575
GRMZM2G024234	Zm00001ca035576
GRMZM2G330650	Zm00001ca035577
AC197387.3_FG004	Zm00001ca035578
GRMZM2G107196	Zm00001ca035579
GRMZM2G326248	Zm00001ca035580
GRMZM6G451610	Zm00001ca035581
GRMZM2G026322	Zm00001ca035582
GRMZM2G026417	Zm00001ca035583
GRMZM2G459563	Zm00001ca035584
GRMZM2G084407	Zm00001ca035585
GRMZM2G147698	Zm00001ca035586
GRMZM2G092888	Zm00001ca035587
GRMZM2G703602	Zm00001ca035588
GRMZM2G703604	Zm00001ca035589
GRMZM2G063498	Zm00001ca035590
GRMZM2G063561	Zm00001ca035591
GRMZM2G015902	Zm00001ca035592
GRMZM2G016281	Zm00001ca035593
GRMZM2G301297	Zm00001ca035594
GRMZM2G301294	Zm00001ca035595
GRMZM2G001361	Zm00001ca035596
GRMZM2G001288	Zm00001ca035597
GRMZM2G301271	Zm00001ca035598
GRMZM2G306945	Zm00001ca035599
GRMZM2G306919	Zm00001ca035600
GRMZM2G127138	Zm00001ca035601
GRMZM2G127150	Zm00001ca035602
AC191317.3_FG009	Zm00001ca035603
GRMZM2G127181	Zm00001ca035604
GRMZM2G075153	Zm00001ca035605
GRMZM2G042662	Zm00001ca035606
GRMZM2G042683	Zm00001ca035607
GRMZM2G042641	Zm00001ca035608
GRMZM5G846185	Zm00001ca035609
GRMZM2G084540	Zm00001ca035610
GRMZM5G883601	Zm00001ca035611
GRMZM2G049762	Zm00001ca035612
GRMZM2G056944	Zm00001ca035613
GRMZM5G815369	Zm00001ca035614
GRMZM2G434380	Zm00001ca035615
GRMZM2G121990	Zm00001ca035616
GRMZM2G121996	Zm00001ca035617
GRMZM2G012355	Zm00001ca035618
GRMZM2G115025	Zm00001ca035619
GRMZM2G311822	Zm00001ca035620
GRMZM2G097426	Zm00001ca035621
AC187800.4_FG003	Zm00001ca035622
GRMZM2G350312	Zm00001ca035623
GRMZM2G051836	Zm00001ca035624
GRMZM2G100452	Zm00001ca035625
GRMZM2G100497	Zm00001ca035626
GRMZM2G353718	Zm00001ca035627
GRMZM5G896901	Zm00001ca035628
GRMZM2G004298	Zm00001ca035629
GRMZM2G078806	Zm00001ca035630
GRMZM2G078876	Zm00001ca035631
GRMZM5G812891	Zm00001ca035632
AC204540.3_FG001	Zm00001ca035633
GRMZM2G143086	Zm00001ca035634
GRMZM2G038811	Zm00001ca035635
GRMZM2G311036	Zm00001ca035636
GRMZM2G336824	Zm00001ca035637
AC207549.3_FG010	Zm00001ca035638
GRMZM2G023325	Zm00001ca035639
GRMZM2G101745	Zm00001ca035640
GRMZM2G113139	Zm00001ca035641
GRMZM2G003138	Zm00001ca035642
GRMZM5G803802	Zm00001ca035643
GRMZM2G017670	Zm00001ca035644
AC190740.2_FG004	Zm00001ca035645
GRMZM2G011667	Zm00001ca035646
GRMZM2G152925	Zm00001ca035647
GRMZM2G152877	Zm00001ca035648
GRMZM2G396212	Zm00001ca035649
GRMZM5G894031	Zm00001ca035650
GRMZM2G120069	Zm00001ca035651
GRMZM2G120079	Zm00001ca035652
GRMZM2G125314	Zm00001ca035653
GRMZM2G426511	Zm00001ca035654
GRMZM2G370519	Zm00001ca035655
GRMZM2G370510	Zm00001ca035656
AC199198.3_FG003	Zm00001ca035657
AC199198.3_FG002	Zm00001ca035658
GRMZM2G104353	Zm00001ca035659
GRMZM2G703625	Zm00001ca035660
GRMZM2G107499	Zm00001ca035661
GRMZM2G107495	Zm00001ca035662
GRMZM2G107473	Zm00001ca035663
GRMZM2G410479	Zm00001ca035664
GRMZM2G051879	Zm00001ca035665
GRMZM2G056151	Zm00001ca035666
GRMZM2G090018	Zm00001ca035667
GRMZM2G179792	Zm00001ca035668
GRMZM2G179789	Zm00001ca035669
GRMZM2G412426	Zm00001ca035670
GRMZM2G412430	Zm00001ca035671
GRMZM2G106834	Zm00001ca035672
GRMZM2G305400	Zm00001ca035673
GRMZM2G082836	Zm00001ca035674
GRMZM2G382717	Zm00001ca035675
GRMZM2G120587	Zm00001ca035676
GRMZM2G471240	Zm00001ca035677
GRMZM2G062320	Zm00001ca035678
GRMZM5G866758	Zm00001ca035679
GRMZM2G003530	Zm00001ca035680
GRMZM2G077991	Zm00001ca035681
GRMZM2G077897	Zm00001ca035682
GRMZM2G077960	Zm00001ca035683
GRMZM2G347583	Zm00001ca035684
GRMZM2G173030	Zm00001ca035685
GRMZM2G031591	Zm00001ca035686
GRMZM2G070462	Zm00001ca035687
GRMZM2G022061	Zm00001ca035688
GRMZM2G340286	Zm00001ca035689
GRMZM2G340279	Zm00001ca035690
GRMZM2G347808	Zm00001ca035691
GRMZM2G046480	Zm00001ca035692
GRMZM2G085825	Zm00001ca035693
GRMZM2G703622	Zm00001ca035694
GRMZM2G311656	Zm00001ca035695
GRMZM2G049070	Zm00001ca035696
GRMZM2G703624	Zm00001ca035697
GRMZM2G062996	Zm00001ca035698
GRMZM2G111208	Zm00001ca035699
GRMZM2G095384	Zm00001ca035700
GRMZM2G095411	Zm00001ca035701
GRMZM2G472234	Zm00001ca035702
GRMZM2G416156	Zm00001ca035703
GRMZM2G117513	Zm00001ca035704
GRMZM2G009435	Zm00001ca035705
GRMZM2G149224	Zm00001ca035706
GRMZM2G117222	Zm00001ca035707
GRMZM2G048324	Zm00001ca035708
GRMZM2G123872	Zm00001ca035709
GRMZM2G423413	Zm00001ca035710
GRMZM2G123776	Zm00001ca035711
GRMZM5G828488	Zm00001ca035712
GRMZM2G071688	Zm00001ca035713
GRMZM2G524711	Zm00001ca035714
GRMZM2G139878	Zm00001ca035715
GRMZM2G142352	Zm00001ca035716
GRMZM2G142390	Zm00001ca035717
GRMZM2G352708	Zm00001ca035718
GRMZM2G110076	Zm00001ca035719
GRMZM2G110067	Zm00001ca035720
GRMZM2G110027	Zm00001ca035721
GRMZM5G811373	Zm00001ca035722
GRMZM5G862467	Zm00001ca035723
GRMZM2G382774	Zm00001ca035724
GRMZM2G083642	Zm00001ca035725
GRMZM2G149383	Zm00001ca035726
GRMZM2G004736	Zm00001ca035727
GRMZM2G037630	Zm00001ca035728
GRMZM6G205247	Zm00001ca035729
GRMZM2G341271	Zm00001ca035730
GRMZM2G341269	Zm00001ca035731
GRMZM2G035557	Zm00001ca035732
GRMZM2G703634	Zm00001ca035733
GRMZM2G313009	Zm00001ca035734
GRMZM2G313104	Zm00001ca035735
GRMZM2G179521	Zm00001ca035736
GRMZM2G135834	Zm00001ca035737
GRMZM5G812005	Zm00001ca035738
GRMZM2G060544	Zm00001ca035739
GRMZM2G060589	Zm00001ca035740
GRMZM5G837210	Zm00001ca035741
GRMZM2G360867	Zm00001ca035742
AC191589.3_FG003	Zm00001ca035743
GRMZM2G137502	Zm00001ca035744
AC177908.3_FG003	Zm00001ca035745
GRMZM2G096682	Zm00001ca035746
GRMZM5G866989	Zm00001ca035747
AC177908.3_FG006	Zm00001ca035748
GRMZM2G147301	Zm00001ca035749
AC177908.3_FG002	Zm00001ca035750
GRMZM2G391705	Zm00001ca035751
GRMZM2G351259	Zm00001ca035752
AC212231.3_FG003	Zm00001ca035753
AC212231.3_FG002	Zm00001ca035754
GRMZM2G117930	Zm00001ca035755
GRMZM2G074946	Zm00001ca035756
GRMZM2G172244	Zm00001ca035757
GRMZM2G470442	Zm00001ca035758
GRMZM2G067371	Zm00001ca035759
GRMZM2G104983	Zm00001ca035760
GRMZM2G065215	Zm00001ca035761
GRMZM2G074102	Zm00001ca035762
GRMZM2G074208	Zm00001ca035763
GRMZM5G849164	Zm00001ca035764
GRMZM2G125241	Zm00001ca035765
GRMZM2G517730	Zm00001ca035766
GRMZM2G171022	Zm00001ca035767
GRMZM2G135913	Zm00001ca035768
GRMZM2G036543	Zm00001ca035769
GRMZM2G036629	Zm00001ca035770
AC217311.3_FG001	Zm00001ca035771
GRMZM2G036484	Zm00001ca035772
GRMZM5G861617	Zm00001ca035773
GRMZM5G867768	Zm00001ca035774
GRMZM2G019562	Zm00001ca035775
GRMZM2G464575	Zm00001ca035776
GRMZM2G464580	Zm00001ca035777
GRMZM2G107893	Zm00001ca035778
GRMZM2G086992	Zm00001ca035779
GRMZM2G130121	Zm00001ca035780
GRMZM2G304442	Zm00001ca035781
GRMZM2G005630	Zm00001ca035782
GRMZM2G031139	Zm00001ca035783
GRMZM2G030955	Zm00001ca035784
GRMZM2G030805	Zm00001ca035785
GRMZM2G460988	Zm00001ca035786
GRMZM2G042881	Zm00001ca035787
GRMZM2G043141	Zm00001ca035788
GRMZM2G425430	Zm00001ca035789
GRMZM2G072448	Zm00001ca035790
GRMZM2G165960	Zm00001ca035791
GRMZM2G032821	Zm00001ca035792
GRMZM5G852170	Zm00001ca035793
GRMZM5G892991	Zm00001ca035794
GRMZM2G425736	Zm00001ca035795
GRMZM2G068701	Zm00001ca035796
GRMZM2G068826	Zm00001ca035797
GRMZM2G138710	Zm00001ca035798
GRMZM2G075892	Zm00001ca035799
GRMZM5G883760	Zm00001ca035800
GRMZM2G479340	Zm00001ca035801
GRMZM2G174708	Zm00001ca035802
GRMZM2G105935	Zm00001ca035803
GRMZM2G106026	Zm00001ca035804
GRMZM2G069176	Zm00001ca035805
GRMZM2G053757	Zm00001ca035806
GRMZM2G356556	Zm00001ca035807
GRMZM2G074138	Zm00001ca035808
GRMZM2G077316	Zm00001ca035809
GRMZM2G084063	Zm00001ca035810
GRMZM2G084440	Zm00001ca035811
GRMZM2G084587	Zm00001ca035812
GRMZM2G385050	Zm00001ca035813
AC190695.3_FG003	Zm00001ca035814
GRMZM2G157164	Zm00001ca035815
GRMZM2G044902	Zm00001ca035816
GRMZM2G057412	Zm00001ca035817
GRMZM2G020523	Zm00001ca035818
GRMZM2G132794	Zm00001ca035819
GRMZM2G028914	Zm00001ca035820
GRMZM2G053946	Zm00001ca035821
AC214524.3_FG004	Zm00001ca035822
GRMZM2G703641	Zm00001ca035823
GRMZM2G703644	Zm00001ca035824
GRMZM2G703646	Zm00001ca035825
AC214524.3_FG002	Zm00001ca035826
GRMZM5G867996	Zm00001ca035827
GRMZM2G024175	Zm00001ca035828
GRMZM2G445187	Zm00001ca035829
GRMZM2G039000	Zm00001ca035830
GRMZM2G038991	Zm00001ca035831
AC199541.4_FG004	Zm00001ca035832
AC199541.4_FG007	Zm00001ca035833
GRMZM2G703650	Zm00001ca035834
AC199541.4_FG001	Zm00001ca035835
GRMZM2G703651	Zm00001ca035836
AC199541.4_FG002	Zm00001ca035837
GRMZM5G899260	Zm00001ca035838
GRMZM2G423142	Zm00001ca035839
GRMZM2G058528	Zm00001ca035840
GRMZM2G050984	Zm00001ca035841
GRMZM2G018062	Zm00001ca035842
GRMZM2G173960	Zm00001ca035843
GRMZM2G060001	Zm00001ca035844
GRMZM2G148925	Zm00001ca035845
GRMZM2G401328	Zm00001ca035846
GRMZM2G401374	Zm00001ca035847
GRMZM2G048821	Zm00001ca035848
GRMZM2G456401	Zm00001ca035849
GRMZM5G826389	Zm00001ca035850
GRMZM2G703656	Zm00001ca035851
GRMZM2G326151	Zm00001ca035852
GRMZM2G096683	Zm00001ca035853
GRMZM2G396640	Zm00001ca035854
GRMZM5G882288	Zm00001ca035855
GRMZM2G088793	Zm00001ca035856
GRMZM2G017759	Zm00001ca035857
GRMZM2G044481	Zm00001ca035858
GRMZM2G343688	Zm00001ca035859
GRMZM2G044908	Zm00001ca035860
GRMZM2G045067	Zm00001ca035861
GRMZM2G045090	Zm00001ca035862
GRMZM2G179220	Zm00001ca035863
GRMZM2G162690	Zm00001ca035864
GRMZM2G064804	Zm00001ca035865
GRMZM2G064875	Zm00001ca035866
GRMZM2G143703	Zm00001ca035867
GRMZM6G399977	Zm00001ca035868
GRMZM2G131853	Zm00001ca035869
GRMZM2G094126	Zm00001ca035870
GRMZM2G093962	Zm00001ca035871
GRMZM2G539790	Zm00001ca035872
GRMZM2G395950	Zm00001ca035873
AC211513.3_FG002	Zm00001ca035874
GRMZM2G060257	Zm00001ca035875
GRMZM2G087063	Zm00001ca035876
GRMZM2G703658	Zm00001ca035877
GRMZM2G087243	Zm00001ca035878
GRMZM2G389196	Zm00001ca035879
GRMZM2G087383	Zm00001ca035880
GRMZM2G049852	Zm00001ca035881
GRMZM2G477287	Zm00001ca035882
GRMZM2G087878	Zm00001ca035883
GRMZM2G434514	Zm00001ca035884
GRMZM2G133943	Zm00001ca035885
GRMZM2G133968	Zm00001ca035886
GRMZM2G434500	Zm00001ca035887
AC212979.2_FG006	Zm00001ca035888
GRMZM2G430039	Zm00001ca035889
GRMZM2G066441	Zm00001ca035890
GRMZM2G148695	Zm00001ca035891
GRMZM2G145069	Zm00001ca035892
GRMZM2G137561	Zm00001ca035893
GRMZM2G025190	Zm00001ca035894
GRMZM2G041685	Zm00001ca035895
GRMZM2G054653	Zm00001ca035896
GRMZM2G302373	Zm00001ca035897
GRMZM2G178079	Zm00001ca035898
GRMZM2G480439	Zm00001ca035899
GRMZM2G028821	Zm00001ca035900
GRMZM2G066369	Zm00001ca035901
GRMZM2G044383	Zm00001ca035902
GRMZM2G537118	Zm00001ca035903
GRMZM5G827566	Zm00001ca035904
GRMZM2G353553	Zm00001ca035905
GRMZM5G841757	Zm00001ca035906
AC205567.3_FG002	Zm00001ca035907
GRMZM2G703661	Zm00001ca035908
GRMZM2G558768	Zm00001ca035909
GRMZM2G030529	Zm00001ca035910
GRMZM2G030636	Zm00001ca035911
GRMZM2G132690	Zm00001ca035912
GRMZM2G039312	Zm00001ca035913
GRMZM2G453403	Zm00001ca035914
GRMZM2G453438	Zm00001ca035915
GRMZM5G889520	Zm00001ca035916
GRMZM2G418294	Zm00001ca035917
GRMZM2G418289	Zm00001ca035918
GRMZM2G125304	Zm00001ca035919
GRMZM2G125266	Zm00001ca035920
GRMZM2G162251	Zm00001ca035921
GRMZM2G162292	Zm00001ca035922
AC191042.4_FG001	Zm00001ca035923
GRMZM2G039880	Zm00001ca035924
GRMZM2G506660	Zm00001ca035925
GRMZM2G040068	Zm00001ca035926
GRMZM2G064466	Zm00001ca035927
GRMZM5G867121	Zm00001ca035928
GRMZM5G845018	Zm00001ca035929
GRMZM5G881398	Zm00001ca035930
GRMZM2G312693	Zm00001ca035931
GRMZM2G099467	Zm00001ca035932
GRMZM2G028302	Zm00001ca035933
GRMZM2G106241	Zm00001ca035934
GRMZM2G085198	Zm00001ca035935
GRMZM2G031222	Zm00001ca035936
GRMZM2G125095	Zm00001ca035937
GRMZM2G097188	Zm00001ca035938
GRMZM2G097249	Zm00001ca035939
GRMZM2G003076	Zm00001ca035940
GRMZM2G167101	Zm00001ca035941
GRMZM2G303007	Zm00001ca035942
GRMZM2G095698	Zm00001ca035943
GRMZM2G396482	Zm00001ca035944
GRMZM2G166804	Zm00001ca035945
GRMZM2G040743	Zm00001ca035946
GRMZM2G052685	Zm00001ca035947
GRMZM2G083173	Zm00001ca035948
GRMZM2G083382	Zm00001ca035949
GRMZM2G083398	Zm00001ca035950
GRMZM2G383854	Zm00001ca035951
GRMZM2G040441	Zm00001ca035952
GRMZM2G095020	Zm00001ca035953
AC211996.4_FG001	Zm00001ca035954
AC211996.4_FG002	Zm00001ca035955
GRMZM2G057768	Zm00001ca035956
